code	char	ids	more
U+24979	𤥹	⿰秀玉	
U+2497A	𤥺	⿰王奂	⿰𤣩奂
U+2497B	𤥻	⿰王延	⿰𤣩延
U+2497C	𤥼	⿰王忩	⿰𤣩忩
U+2497D	𤥽	⿰王於	⿰𤣩於
U+2497E	𤥾	⿰王㦿	⿰𤣩㦿
U+2497F	𤥿	⿰王夜	⿰𤣩夜
U+24980	𤦀	⿱弥玉	
U+24981	𤦁	⿱臤玉	
U+24982	𤦂	⿱或玉	
U+24983	𤦃	⿱來玉	
U+24984	𤦄	⿰王⿱巛⿻日乚	⿰𤣩𢀀
U+24985	𤦅	⿱非王	⿱韭土
U+24986	𤦆	⿰王臽	⿰𤣩臽 / ⿰王⿱刀臼 / ⿰𤣩⿱刀臼
U+24987	𤦇	⿰王岡	⿰𤣩岡
U+24988	𤦈	⿰王芬	⿰𤣩芬
U+24989	𤦉	⿱昍王	
U+2498A	𤦊	⿰王沓	⿰𤣩沓
U+2498B	𤦋	⿰王秉	⿰𤣩秉
U+2498C	𤦌	⿰王宜	⿰𤣩宜
U+2498D	𤦍	⿰王佩	⿰𤣩佩
U+2498E	𤦎	⿰王侖	⿰𤣩侖
U+2498F	𤦏	⿰王忽	⿰𤣩忽 / ⿰𤣩惣
U+24990	𤦐	⿰王厓	⿰𤣩厓
U+24991	𤦑	⿰王⿱囟又	⿰𤣩⿱囟又
U+24992	𤦒	⿱或王	
U+24993	𤦓		⿰王𡧘 / ⿰𤣩𡧘
U+24994	𤦔	⿰王卷	⿰𤣩卷
U+24995	𤦕	⿰王孟	⿰𤣩孟
U+24996	𤦖	⿱玨毛	
U+24997	𤦗	⿱玨水	
U+24998	𤦘	⿰王昔	⿰𤣩昔
U+24999	𤦙	⿰王花	⿰𤣩花
U+2499A	𤦚	⿰王具	⿰𤣩具
U+2499B	𤦛	⿰王冐	⿰𤣩冐 / ⿰𤣩⿱日⺝ / ⿰𤣩⿱日月
U+2499C	𤦜	⿰王舍	⿰𤣩舍
U+2499D	𤦝	⿰王帛	⿰𤣩帛
U+2499E	𤦞	⿰王阜	⿰𤣩阜
U+2499F	𤦟	⿱取玉	⿱⿰耳又玉
U+249A0	𤦠	⿱⿻人玨⿰丿丨	
U+249A1	𤦡		
U+249A2	𤦢	⿱其王	
U+249A3	𤦣	⿰王⿸虍人	⿰𤣩⿸虍人
U+249A4	𤦤	⿰王兒	⿰𤣩兒
U+249A5	𤦥		⿰王𦥙 / ⿰𤣩𦥙 / ⿰𤣩⿻臼⿻㇂㇒
U+249A6	𤦦	⿰玢王	⿴玨分
U+249A7	𤦧	⿰王芝	⿰𤣩芝
U+249A8	𤦨		⿱⿰𠀉井玉 / ⿱⿰⿸𠂆二井玉
U+249A9	𤦩	⿰王亞	⿰𤣩亞
U+249AA	𤦪	⿰王東	⿰𤣩東
U+249AB	𤦫	⿰王夌	⿰𤣩夌
U+249AC	𤦬	⿰王念	⿰𤣩念
U+249AD	𤦭	⿰王青	⿰𤣩靑 / ⿰𤣩青
U+249AE	𤦮	⿰王治	⿰𤣩治
U+249AF	𤦯		⿰王𦘔 / ⿰𤣩𦘔
U+249B0	𤦰	⿰王⿱夂糸	⿰𤣩⿱夂糸
U+249B1	𤦱		⿰王⿱龴𡆾 / ⿰𤣩⿱龴𡆾 / ⿰𤣩⿱龴⿴囗公
U+249B2	𤦲	⿱⿰王巨木	⿱𭸾木
U+249B3	𤦳		⿰王𠣞 / ⿰𤣩𠣞
U+249B4	𤦴		⿰王⿱从⿺𠃊日 / ⿰𤣩⿱从⿺𠃊日
U+249B5	𤦵	⿰王匽	⿰𤣩匽
U+249B6	𤦶	⿰王㚅	⿰𤣩㚅
U+249B7	𤦷	⿰王衍	⿰𤣩衍
U+249B8	𤦸	⿰王保	⿰𤣩保
U+249B9	𤦹	⿰王貞	⿰𤣩貞
U+249BA	𤦺	⿰王竒	⿰𤣩竒
U+249BB	𤦻	⿰王亮	⿰𤣩亮
U+249BC	𤦼		⿱𥄗玉
U+249BD	𤦽	⿰王斿	⿰𤣩斿
U+249BE	𤦾	⿰王姿	⿰𤣩姿
U+249BF	𤦿	⿰王咨	⿰𤣩咨
U+249C0	𤧀	⿰王某	⿰𤣩某
U+249C1	𤧁	⿰王屎	⿰𤣩屎
U+249C2	𤧂	⿱玨令	
U+249C3	𤧃	⿰王契	⿰𤣩契
U+249C4	𤧄	⿰王要	⿰𤣩要
U+249C5	𤧅	⿰王屏	⿰𤣩屏
U+249C6	𤧆	⿱玨本	
U+249C7	𤧇	⿰王相	⿰𤣩相
U+249C8	𤧈	⿰王巷	⿰𤣩巷
U+249C9	𤧉	⿰王⿱龶厼	⿰𤣩⿳龶厶小 / ⿰𤣩⿳龶厶𡭔
U+249CA	𤧊	⿰王奎	⿰𤣩奎 / ⿰𤣩⿱大圭
U+249CB	𤧋	⿰王耍	⿰𤣩耍
U+249CC	𤧌	⿰王苑	⿰𤣩苑
U+249CD	𤧍	⿰王苓	⿰𤣩苓
U+249CE	𤧎	⿰王⿱聿彡	⿰王⿱⿱𦘒一彡
U+249CF	𤧏	⿰王⿱爫正	⿰𤣩⿱爫正
U+249D0	𤧐	⿰王秋	⿰𤣩秋
U+249D1	𤧑	⿰王風	⿰𤣩風
U+249D2	𤧒	⿰王盆	⿰𤣩盆
U+249D3	𤧓		⿰王⿱⺈男 / ⿰王⿱𠂊男 / ⿰𤣩⿳⺈田力
U+249D4	𤧔	⿰王勉	⿰𤣩勉 / ⿺㻊力
U+249D5	𤧕	⿰王垔	⿰𤣩垔
U+249D6	𤧖	⿰王畏	⿰𤣩畏
U+249D7	𤧗	⿰王咼	⿰𤣩咼
U+249D8	𤧘	⿰王香	⿰𤣩香
U+249D9	𤧙	⿰王臾	⿰𤣩臾
U+249DA	𤧚	⿰王怱	⿰𤣩怱
U+249DB	𤧛	⿰王帝	⿰𤣩帝
U+249DC	𤧜	⿰王⿱巛⿻日七	⿰𤣩⿱巛⿻日𠤎
U+249DD	𤧝	⿰王侯	⿰𤣩侯
U+249DE	𤧞	⿰王美	⿰𤣩美
U+249DF	𤧟	⿰王亭	⿰𤣩亭
U+249E0	𤧠	⿱玉⿰土虫	
U+249E1	𤧡	⿲王⿱土夕阝	⿲𤣩⿱土夕阝 / ⿰𤣩⿰⿱土夕阝
U+249E2	𤧢	⿲王⿱上夕阝	⿲王⿱⺊歹阝 / ⿲𤣩⿱上夕阝 / ⿰𤣩⿰⿱上夕阝
U+249E3	𤧣	⿰王建	⿰𤣩建
U+249E4	𤧤		⿰𭕛玉
U+249E5	𤧥	⿱珀玉	
U+249E6	𤧦	⿱玉秋	
U+249E7	𤧧	⿱⿰⿱丿正殳玉	⿱⿰⿱㇒⿻一止殳玉 / ⿱⿰⿱丿⿻止一殳玉
U+249E8	𤧨	⿲王⿸⿴巳一丶阝	⿰𤣩郎
U+249E9	𤧩		⿱𥄗玉
U+249EA	𤧪		⿰王𥥍 / ⿰𤣩𥥍
U+249EB	𤧫	⿰王追	⿰𤣩追
U+249EC	𤧬	⿱⿰耳㕚玉	⿱𦔹玉 / ⿱⿲耳丶叉玉
U+249ED	𤧭	⿰王旁	⿰𤣩旁
U+249EE	𤧮	⿰王⿱列木	⿰王𭩶 / ⿰𤣩𭩶
U+249EF	𤧯	⿰王⿳丿⿵冂人⿱儿夊	⿰王⿳⿱丿𠔿八夂 / ⿰𤣩⿳⿱㇒𠔿儿夊 / ⿰𤣩⿳⿱㇒𠔿八夊 / ⿰𤣩⿳⿱丿𠔿八夂
U+249F0	𤧰	⿱⿻人玨比	
U+249F1	𤧱	⿰王⿱龴⿵冂各	⿰𤣩⿱龴⿵冂各
U+249F2	𤧲	⿰⿻人玨巴	⿱⿻人玨巴
U+249F3	𤧳	⿰王荖	⿰𤣩荖
U+249F4	𤧴	⿰王恭	⿰𤣩恭
U+249F5	𤧵	⿰王尃	⿰𤣩尃
U+249F6	𤧶	⿰王夏	⿰𤣩夏
U+249F7	𤧷	⿰王展	⿰𤣩展
U+249F8	𤧸	⿰王豈	⿰𤣩豈
U+249F9	𤧹	⿰王兹	⿰𤣩兹 / ⿰𤣩茲
U+249FA	𤧺		⿰王𡨈 / ⿰𤣩𡨈
U+249FB	𤧻	⿰王庭	⿰𤣩庭
U+249FC	𤧼	⿰王高	⿰𤣩高
U+249FD	𤧽	⿰王冡	⿰𤣩冡 / ⿰𤣩⿳冖一豕
U+249FE	𤧾	⿲王方色	⿲𤣩方色 / ⿰𤣩⿰方色
U+249FF	𤧿	⿰王斋	⿰𤣩斋
U+24A00	𤨀	⿰王⿱大町	⿰𤣩⿱大町
U+24A01	𤨁	⿰王晋	⿰𤣩晋
U+24A02	𤨂	⿰王迶	⿰𤣩迶
U+24A03	𤨃	⿰王⿱⿴龷一㕣	⿰𤣩⿳⿵卄一一㕣
U+24A04	𤨄	⿰王素	⿰𤣩素
U+24A05	𤨅	⿰王時	⿰𤣩時
U+24A06	𤨆	⿰王晃	⿰𤣩晃
U+24A07	𤨇		⿰王𧆠 / ⿰𤣩𧆠
U+24A08	𤨈		⿰王⿳山口𦉫 / ⿰𤣩⿳山口𦉫
U+24A09	𤨉		⿰王𣁋 / ⿰𤣩𢼸 / ⿰𤣩𣁋
U+24A0A	𤨊	⿰王奚	⿰𤣩奚
U+24A0B	𤨋	⿰王笒	⿰𤣩笒
U+24A0C	𤨌		⿰王𢙥 / ⿰𤣩𢙥
U+24A0D	𤨍		⿳玨冖𠠴
U+24A0E	𤨎	⿰王家	⿰𤣩家
U+24A0F	𤨏		⿰王𧴲 / ⿰𤣩𧴲
U+24A10	𤨐	⿱舀玉	
U+24A11	𤨑	⿰王荅	⿰𤣩荅
U+24A12	𤨒	⿰王恩	⿰𤣩恩
U+24A13	𤨓	⿰王茶	⿰𤣩茶
U+24A14	𤨔		⿰王𦊷 / ⿰𤣩𦊷 / ⿰王⿳罒一⿸𠃋𧘇
U+24A15	𤨕	⿰王勒	⿰𤣩勒 / ⿰𭹤力
U+24A16	𤨖	⿰王扈	⿰𤣩扈
U+24A17	𤨗	⿰⿱卣木玉	⿰𰗧玉
U+24A18	𤨘	⿰玟辛	⿲王文辛
U+24A19	𤨙	⿱勒玉	
U+24A1A	𤨚		⿰王𮔀 / ⿰𤣩𮔀
U+24A1B	𤨛	⿰王⿳卝耂上	⿰王⿳艹耂上 / ⿰𤣩⿱卝⿱耂上
U+24A1C	𤨜		⿰王⿺𠃊⿳从日八 / ⿰王⿱从⿺𠃊⿱日八 / ⿰𤣩⿱从⿺𠃊⿱日八
U+24A1D	𤨝	⿱⿻人玨必	
U+24A1E	𤨞	⿰王鹿	⿰𤣩鹿
U+24A1F	𤨟	⿰王戚	⿰𤣩戚
U+24A20	𤨠	⿰王堂	⿰𤣩堂
U+24A21	𤨡	⿰王朗	⿰𤣩朗
U+24A22	𤨢	⿰王⿱廿⿻口夫	⿰𤣩𦰩 / ⿰王⿱廿⿻人𠮡
U+24A23	𤨣	⿱救王	⿱⿰求攵王 / ⿱⿰求⿱𠂉乂王
U+24A24	𤨤	⿰王⿱竹㐱	⿰王⿱𥫗㐱 / ⿰𤣩⿱竹㐱 / ⿰𤣩⿱𥫗㐱
U+24A25	𤨥	⿰王寄	⿰𤣩寄
U+24A26	𤨦	⿰王猗	⿰𤣩猗
U+24A27	𤨧	⿰王票	⿰𤣩票
U+24A28	𤨨	⿰王敏	⿰珻攵 / ⿰𤣩敏
U+24A29	𤨩	⿰王羞	⿰𤣩羞
U+24A2A	𤨪		⿰王⿱𣦼木 / ⿰𤣩⿱𣦼木
U+24A2B	𤨫		
U+24A2C	𤨬	⿰王啇	⿰𤣩啇
U+24A2D	𤨭	⿰王庸	⿰𤣩庸
U+24A2E	𤨮	⿰王帶	⿰𤣩帶
U+24A2F	𤨯	⿰王⿱夻可	⿰王⿱大𭇎 / ⿰𤣩⿱大𭇎 / ⿰𤣩⿳大口可
U+24A30	𤨰		⿰王⿱廿𪞏 / ⿰𤣩⿱廿𪞏 / ⿰𤣩⿳廿冖夗
U+24A31	𤨱	⿰王⿱昆土	⿰𤣩⿱昆土
U+24A32	𤨲	⿰王崇	⿰𤣩崇
U+24A33	𤨳	⿰王莆	⿰𤣩莆
U+24A34	𤨴	⿰王累	⿰𤣩累
U+24A35	𤨵	⿰王參	⿰𤣩參
U+24A36	𤨶	⿰王㳟	⿰𤣩㳟
U+24A37	𤨷	⿰王⿱艹呆	⿰王𰱅 / ⿰𤣩𰱅
U+24A38	𤨸		⿰王⿱廿𠕒 / ⿰𤣩⿱廿𠕒 / ⿱廿⿻⿵冂⿰𠄠𠄠丨 / ⿰𤣩⿱廿⿻⿵冂⿰⺀⺀丨
U+24A39	𤨹		⿰王𩁹 / ⿰𤣩𩁹
U+24A3A	𤨺	⿰王⿱㓁釆	⿰𤣩⿱㓁釆 / ⿰王⿳冖儿釆
U+24A3B	𤨻	⿱士⿳冖吅王	⿳𡉅吅王 / ⿳𡉅𢆔一 / ⿳⿱士冖吅王
U+24A3C	𤨼	⿰玉章	
U+24A3D	𤨽	⿱彩玉	
U+24A3E	𤨾	⿰王崑	⿰𤣩崑
U+24A3F	𤨿	⿰王將	⿰𤣩將
U+24A40	𤩀	⿰王散	⿰𤣩散
U+24A41	𤩁	⿰王䖏	⿰𤣩䖏
U+24A42	𤩂	⿰王勞	⿰𤣩勞
U+24A43	𤩃		⿰王⿱𠔿奄 / ⿰𤣩⿱𠔿奄 / ⿰𤣩⿳冖人奄
U+24A44	𤩄	⿰王巽	⿰𤣩巽
U+24A45	𤩅	⿰王䜭	⿰𤣩䜭
U+24A46	𤩆		⿰王⿳⺈罒犮 / ⿰王⿳𠂊罒犮
U+24A47	𤩇		⿰王⿱⿱⿹𠃍工匞口
U+24A48	𤩈		⿰王𠷎 / ⿰𤣩𠷎
U+24A49	𤩉		⿰王⿱⿹𠃌臣句 / ⿰𤣩⿱⿹𠃌臣句
U+24A4A	𤩊	⿰王堯	⿰𤣩堯
U+24A4B	𤩋	⿰王⿱上⿵冂谷	⿰王⿱⺊⿵𰀃谷 / ⿰𤣩⿱上⿵冂谷
U+24A4C	𤩌	⿰王湛	⿰𤣩湛
U+24A4D	𤩍	⿰琴夫	
U+24A4E	𤩎	⿰王間	⿰𤣩間
U+24A4F	𤩏	⿰王程	⿰𤣩程
U+24A50	𤩐	⿰王斯	⿰琪斤 / ⿰𤣩斯
U+24A51	𤩑	⿰王凱	⿰𤣩凱
U+24A52	𤩒	⿰王棊	⿰𤣩棊
U+24A53	𤩓	⿰王普	⿰𤣩普
U+24A54	𤩔	⿰王童	⿰𤣩童
U+24A55	𤩕	⿰王善	⿰𤣩善
U+24A56	𤩖	⿰王⿳士冖亜	⿰𤣩壷 / ⿰𤣩⿱⿱士冖亜
U+24A57	𤩗	⿰王粟	⿰𤣩粟
U+24A58	𤩘	⿱玨東	
U+24A59	𤩙		⿰王𢜈 / ⿰𤣩𢜈
U+24A5A	𤩚		⿰𤣩𣪠 / ⿲王𠦟殳
U+24A5B	𤩛	⿰王最	⿰𤣩最
U+24A5C	𤩜	⿰王晶	⿰𤣩晶
U+24A5D	𤩝	⿰王喬	⿰𤣩喬
U+24A5E	𤩞		⿰王𡕫 / ⿰王⿳⺈囚⿱儿夊 / ⿰𤣩⿱⿳⺈囚儿夊 / ⿰𤣩⿳⿱⺈囚儿夊 / ⿰𤣩⿳⿱⺈囚八夊
U+24A5F	𤩟	⿱玨門	
U+24A60	𤩠	⿰王喜	⿰𤣩喜
U+24A61	𤩡		⿰王⿵𣦵谷 / ⿰𤣩⿵𣦵谷 / ⿰王⿵⿱⺊冂⿱一谷 / ⿰𤣩⿱⺊⿵冂⿱一谷
U+24A62	𤩢	⿰王臯	⿰𤣩臯
U+24A63	𤩣	⿰王睂	⿰𤣩睂
U+24A64	𤩤		⿱⿰𠧠欠玉
U+24A65	𤩥	⿰王舜	⿰𤣩舜
U+24A66	𤩦	⿰王絜	⿰𤣩絜
U+24A67	𤩧	⿰王單	⿰𤣩單
U+24A68	𤩨	⿰王叅	⿰𤣩叅
U+24A69	𤩩	⿲王号⿸虍一	⿲𤣩号⿸虍一 / ⿰𤣩⿰号⿸虍一
U+24A6A	𤩪	⿰王象	⿰𤣩象
U+24A6B	𤩫	⿰王嵬	⿰𤣩嵬
U+24A6C	𤩬	⿰王鄉	⿰𤣩鄉 / ⿲王乡⿰皀阝 / ⿲王⿸𠃋𠂈⿰皀阝
U+24A6D	𤩭	⿰王號	⿰𤣩號
U+24A6E	𤩮		⿲王𨊢殳 / ⿲𤣩𨊢殳 / ⿰𤣩⿰𨊢殳
U+24A6F	𤩯		⿱⿰𨊢殳玉
U+24A70	𤩰	⿰王㮚	⿰𤣩㮚
U+24A71	𤩱	⿱殿玉	⿱⿰𡱒殳玉
U+24A72	𤩲	⿰王葛	⿰𤣩葛
U+24A73	𤩳	⿰王賁	⿰𤣩賁
U+24A74	𤩴	⿰王殿	⿰𤣩殿
U+24A75	𤩵		⿰王𥇛 / ⿰𤣩𥇛
U+24A76	𤩶	⿰王業	⿰𤣩業
U+24A77	𤩷		⿰王𫳤 / ⿰𤣩𫳤 / ⿰𤣩⿳宀一⿱八𥃦
U+24A78	𤩸	⿰王葵	⿰𤣩葵
U+24A79	𤩹	⿱辟王	
U+24A7A	𤩺	⿰玉義	
U+24A7B	𤩻	⿰王⿺辶⿸广年	⿰𤣩⿺辶⿸广年
U+24A7C	𤩼	⿰王遀	⿰𤣩遀
U+24A7D	𤩽	⿰王献	⿰𤣩献 / ⿰𪻳犬
U+24A7E	𤩾		⿰王𤲢 / ⿰𤣩𤲢
U+24A7F	𤩿	⿰王葱	⿰𤣩葱
U+24A80	𤪀		⿰王𡕰 / ⿰𤣩𡕰
U+24A81	𤪁	⿰王⿱罒京	⿰𤣩⿱罒京
U+24A82	𤪂	⿰王愈	⿰𤣩愈
U+24A83	𤪃		⿰王𤊽 / ⿰𤣩𤊽
U+24A84	𤪄	⿰王罨	⿰𤣩罨
U+24A85	𤪅		⿰王⿱𱼀音 / ⿰𤣩⿱𱼀音 / ⿰王⿳𱼀亠𣅑 / ⿰王⿱⿴𠂊⺀音 / ⿰王⿱⿴𠂊冫音
U+24A86	𤪆		⿰王⿳𦘒冖牟 / ⿰𤣩⿳𦘒冖牟
U+24A87	𤪇	⿰㮚玉	
U+24A88	𤪈	⿱⿰镸缶王	
U+24A89	𤪉	⿳⿰永主夂王	
U+24A8A	𤪊	⿰王鈐	⿰王鈴 / ⿰𤣩鈐 / ⿰𤣩鈴
U+24A8B	𤪋		⿱𰯲玉 / ⿱⿰臣⿱⿱𠂉一罒玉
U+24A8C	𤪌	⿰王綦	⿰𤣩綦
U+24A8D	𤪍	⿰王舝	⿰𤣩舝
U+24A8E	𤪎		⿱𣣸玉
U+24A8F	𤪏	⿰王㷠	⿰𤣩㷠
U+24A90	𤪐	⿱與玉	
U+24A91	𤪑	⿰王蒙	⿰𤣩蒙
U+24A92	𤪒		⿰王⿳丿𱕻木 / ⿰𤣩⿳㇒𱕻木 / ⿰王⿱⿴⿱丿囗𠂭木
U+24A93	𤪓		⿰王⿱宍𥃦 / ⿰𤣩⿱宍𥃦 / ⿰王⿳宀亠⿱八𥃦
U+24A94	𤪔	⿰王管	⿰𤣩管
U+24A95	𤪕	⿰王舞	⿰𤣩舞
U+24A96	𤪖		⿰王𢾰 / ⿰𤣩𢾰
U+24A97	𤪗	⿰王豪	⿰𤣩豪
U+24A98	𤪘	⿰王嘉	⿰𤣩嘉
U+24A99	𤪙	⿰王爾	⿰𤣩爾
U+24A9A	𤪚	⿰王截	⿰𤣩截
U+24A9B	𤪛	⿰王⿱吅卒	⿰𤣩⿱吅卒
U+24A9C	𤪜	⿰王蓉	⿰𤣩蓉
U+24A9D	𤪝	⿰王毓	⿰𤣩毓
U+24A9E	𤪞	⿰王⿳⿱爫冖目夊	⿰𤣩⿳爫冖𡕥 / ⿰王⿳丿𰃮⿱目夊 / ⿰𤣩⿳⿱爫冖目夊
U+24A9F	𤪟	⿰王僕	⿰𤣩僕
U+24AA0	𤪠	⿰王熏	⿰𤣩熏
U+24AA1	𤪡	⿱⿰君君玉	
U+24AA2	𤪢	⿰王毄	⿰𤣩毄
U+24AA3	𤪣		⿰王𡏳 / ⿰𤣩𡏳
U+24AA4	𤪤	⿰王榮	⿰𤣩榮
U+24AA5	𤪥	⿰王寧	⿰𤣩寜 / ⿰𤣩寧 / ⿰王⿱𫲽𦉬
U+24AA6	𤪦	⿰王疑	⿰𤣩疑
U+24AA7	𤪧	⿰王鳳	⿰𤣩鳳
U+24AA8	𤪨	⿰王⿱⿲止白又文	⿰𤣩⿱⿲止白又文
U+24AA9	𤪩		⿰王𢀩 / ⿰𤣩𢀩
U+24AAA	𤪪	⿰王篆	⿰𤣩篆
U+24AAB	𤪫	⿰王⿹⿻㇂⿱⿰幺⿱幺丶丆目	⿰王⿹⿻戈𢆶目 / ⿰王⿸⿹⿻㇂⿱𢆶丆目丶
U+24AAC	𤪬	⿰王⿱⿻土䀠八	⿰王𥈜 / ⿰𤣩⿱⿻土䀠八
U+24AAD	𤪭		⿳⿴𦥑缶冖玉 / ⿱⿶⿱𦥑冖缶玉
U+24AAE	𤪮	⿰王廛	⿰𤣩廛
U+24AAF	𤪯	⿰王墨	⿰𤣩墨 / ⿰𤣩⿱黑土
U+24AB0	𤪰		⿱𣤓玉
U+24AB1	𤪱		⿰王𥱤 / ⿰𤣩𥱤 / ⿰王⿱𥫗修
U+24AB2	𤪲	⿰王厲	⿰𤣩厲
U+24AB3	𤪳	⿰王慧	⿰𤣩慧
U+24AB4	𤪴		⿰王𤨝 / ⿰𤣩𤨝
U+24AB5	𤪵	⿰王⿱⿰珀匕欠	⿰王⿱⿲王白匕欠 / ⿰𤣩⿱⿲王白匕欠 / ⿰𤣩⿱⿲𤣩白匕欠
U+24AB6	𤪶	⿰王慕	⿰𤣩慕
U+24AB7	𤪷	⿰王齒	⿰𤣩齒
U+24AB8	𤪸	⿰王賞	⿰𤣩賞
U+24AB9	𤪹	⿰王瞏	⿰𤣩瞏
U+24ABA	𤪺	⿰王審	⿰𤣩審
U+24ABB	𤪻		⿰王⿳⺊冖⿳七八𥃦
U+24ABC	𤪼	⿰王蓮	⿰𤣩㰈 / ⿰𤣩蓮
U+24ABD	𤪽		⿰王𧇖 / ⿰𤣩𧇖
U+24ABE	𤪾	⿰王㻺	⿰𤣩㻺
U+24ABF	𤪿	⿰王褢	⿰𤣩褢
U+24AC0	𤫀	⿸叡玉	⿰睿⿱又玉
U+24AC1	𤫁	⿰王螢	⿰𤣩螢
U+24AC2	𤫂	⿰王興	⿰𤣩興
U+24AC3	𤫃	⿰王蕙	⿰𤣩蕙
U+24AC4	𤫄	⿰王衡	⿰𤣩衡
U+24AC5	𤫅	⿰王⿱臼鬼	⿰𤣩⿱臼鬼
U+24AC6	𤫆	⿱人璽	⿱𠆢璽
U+24AC7	𤫇	⿰王燕	⿰𤣩燕
U+24AC8	𤫈	⿰王⿱卿心	⿰𤣩⿱卿心
U+24AC9	𤫉	⿰王燮	⿰𤣩燮
U+24ACA	𤫊	⿱霝玉	⿱霝王
U+24ACB	𤫋	⿰王⿱⿹㇈珎貝	⿰王⿱⿹⺄珎貝 / ⿰𤣩⿱⿹⺄珎貝
U+24ACC	𤫌	⿰王輿	⿰𤣩輿
U+24ACD	𤫍		⿱㻎𨤾 / ⿳⿻十玨人𨤾
U+24ACE	𤫎	⿰王營	⿰𤣩營 / ⿰𤣩⿱𤇾呂
U+24ACF	𤫏	⿱獮玉	
U+24AD0	𤫐	⿰王還	⿰𤣩還
U+24AD1	𤫑	⿰王霞	⿰𤣩霞
U+24AD2	𤫒	⿳⿻大⿱玨八⿱丶龴正	⿳⿻𡗕玨⿱丶乛正 / ⿳⿻大⿱玨八丶⿱龴正
U+24AD3	𤫓	⿰王⿱亠⿻人⿱皕一	⿰王𠁗 / ⿰𤣩𠁗 / ⿰𤣩⿱丶⿻天皕
U+24AD4	𤫔	⿱雝玉	⿱⿰⿱巛邑隹玉
U+24AD5	𤫕	⿰王夒	⿰𤣩夒
U+24AD6	𤫖	⿰王寳	⿰𤣩𭔟 / ⿰王⿳宀玨貝
U+24AD7	𤫗	⿰王⿸虍⿱隹分	⿰𤣩⿸虍⿱隹分
U+24AD8	𤫘	⿰王⿳丆⿵冂二⿳冖⿲止几匕夂	⿰王⿳丆⿵冂二⿳冖⿲止几匕夊
U+24AD9	𤫙	⿰王爕	⿰𤣩爕
U+24ADA	𤫚	⿰王離	⿰璃隹 / ⿰𤣩離
U+24ADB	𤫛	⿰王⿱目裴	⿰王⿱罒裴 / ⿰𤣩⿱罒裴 / ⿰𤣩⿱罪衣
U+24ADC	𤫜	⿱䜌玉	
U+24ADD	𤫝		⿲王⿳廿口十𭥭 / ⿲𤣩⿳廿口十𭥭
U+24ADE	𤫞	⿰王寳	⿰𤣩寳
U+24ADF	𤫟	⿰王麗	⿰𤣩麗
U+24AE0	𤫠	⿰王嚴	⿰𤣩嚴
U+24AE1	𤫡	⿰王罌	⿰𤣩罌
U+24AE2	𤫢	⿰玉露	⿰王露 / ⿰𤣩露
U+24AE3	𤫣	⿰王甗	⿰𤣩甗
U+24AE4	𤫤	⿰王纍	⿰𤣩纍
U+24AE5	𤫥	⿰王罍	⿰𤣩罍
U+24AE6	𤫦	⿰王霸	⿰𤣩霸
U+24AE7	𤫧	⿰王⿳艹罒⿱大韭	⿰王⿳𦭝大韭 / ⿰𤣩⿱𦭝⿵大韭 / ⿰𤣩⿳艹罒⿱大韭
U+24AE8	𤫨		⿰王𩱕 / ⿰𤣩𩱕 / ⿰𤣩⿱兟鬲
U+24AE9	𤫩	⿰王靈	⿰𤣩靈
U+24AEA	𤫪	⿰乇瓜	
U+24AEB	𤫫	⿰分瓜	
U+24AEC	𤫬	⿰瓜丰	⿺瓜丰 / ⿰瓜⿻㇒𰀁
U+24AED	𤫭	⿺瓜屯	
U+24AEE	𤫮	⿺瓜月	
U+24AEF	𤫯	⿺冘瓜	
U+24AF0	𤫰	⿺瓜弗	
U+24AF1	𤫱	⿰句瓜	
U+24AF2	𤫲	⿰令瓜	
U+24AF3	𤫳	⿺瓜台	
U+24AF4	𤫴	⿰失瓜	⿰矢瓜
U+24AF5	𤫵	⿺瓜舌	
U+24AF6	𤫶	⿰吉瓜	
U+24AF7	𤫷	⿰朿瓜	
U+24AF8	𤫸	⿺瓜夸	
U+24AF9	𤫹	⿳六人瓜	⿳六𠆢瓜
U+24AFA	𤫺	⿰瓜系	
U+24AFB	𤫻	⿰步瓜	
U+24AFC	𤫼	⿰瓜弟	⿺瓜弟
U+24AFD	𤫽	⿺瓜見	
U+24AFE	𤫾	⿺瓜肖	
U+24AFF	𤫿	⿰余瓜	
U+24B00	𤬀	⿰瓜余	
U+24B01	𤬁	⿰果瓜	
U+24B02	𤬂	⿱叔瓜	
U+24B03	𤬃	⿰咅瓜	
U+24B04	𤬄		⿰𡘆瓜 / ⿰⿱𡗜亏瓜
U+24B05	𤬅	⿰瓜長	
U+24B06	𤬆	⿰昌瓜	
U+24B07	𤬇	⿰⿱爫糸瓜	
U+24B08	𤬈	⿰侯瓜	
U+24B09	𤬉	⿰癸瓜	
U+24B0A	𤬊	⿰瓜扁	
U+24B0B	𤬋	⿰瓜咼	
U+24B0C	𤬌	⿰彖瓜	
U+24B0D	𤬍	⿰䍃瓜	
U+24B0E	𤬎	⿰瓜帶	⿺瓜帶
U+24B0F	𤬏	⿰婁瓜	
U+24B10	𤬐		⿱𤇾瓜
U+24B11	𤬑	⿱㼌瓜	⿱⿰瓜瓜瓜
U+24B12	𤬒	⿺瓜昷	⿺瓜𥁕
U+24B13	𤬓	⿰兼瓜	
U+24B14	𤬔	⿰瓜䍃	
